Date,Chamber,Number,MP,Constituency,Party,Statement
14/07/2011,Lords,9,Earl Attlee,Lords Spokesperson Department for Transport,Con,"My Lords, on the last point, I am not sighted on that, but I will write to the noble Baroness if I have anything to add. There is an issue about the capacity for Bombardier to design rolling stock in the UK, but it is a matter for that company whether or not it maintains a capacity."
14/07/2011,Lords,10,Lord Pearson of Rannoch,Lords,UKIP,"My Lords, are the Government aware that under the EU treaties there is no enforceable sanction against a country that refuses  to pay a Brussels fine? So, why do we not behave like the French and award the Thameslink contract to Bombardier? Do the Government further agree that there would not even be the slightest risk, alas, that we would be ejected from the EU if we failed to pay any eventual fine? So, why do we not just go ahead and do it?"
14/07/2011,Lords,11,Earl Attlee,Lords Spokesperson Department for Transport,Con,"My Lords, the United Kingdom has never been fined in respect of an EU infraction and Her Majesty s Government have no intention of allowing that to happen. I hope that the noble Lord fully accepts the benefits of competition. It would be most peculiar to keep accepting bids that were not competitive."
14/07/2011,Lords,12,Lord Broers,Lords,Crossbench,"Does the Minister agree with me that this is just a symptom of a long-term problem whereby we have failed to co-ordinate our R&amp;D expenditures, our government procurement and our encouragement of industry to put itself in a competitive position? We really must co-ordinate these things across the board so that our bid is clearly the strongest. I declare my interest as chairman of the Transport Knowledge Transfer Network of the Technology Strategy Board, which is trying to do these things but with precious little resource."
14/07/2011,Lords,13,Earl Attlee,Lords Spokesperson Department for Transport,Con,"My Lords, the noble Lord makes an extremely good point. Another point concerns the need to schedule work such as rolling stock and other projects in order to avoid a situation of feast and famine. The McNulty report addresses that issue."
20/11/2012,Commons,1,Chris Williamson,Derby North,Lab,"It is a pleasure to serve under your chairmanship for the first time, Mr Howarth."
20/11/2012,Commons,2,Chris Williamson,Derby North,Lab,"Bombardier is the last train-making company left in the United Kingdom. We have got to this state, frankly, if we go back into relatively recent history, because of the privatisation of the rail industry, which has led to an unco-ordinated approach to the procurement of trains and much short-termism. The train manufacturing industry in this country is left hanging in the balance."
20/11/2012,Commons,3,Chris Williamson,Derby North,Lab,"As a result of the Government s decision last year to appoint Siemens as the preferred bidder for the Thameslink contract, 1,440 jobs at the Derby Bombardier factory were lost. Some 1,600 remain, and 12,000 people work in the supply chain in the rail industry, which accounts for some 900 companies. Bombardier is therefore still a significant player, even though it is the last remaining train maker in the UK."
20/11/2012,Commons,4,Chris Williamson,Derby North,Lab,"I want to set out what I believe have been fundamental errors in the Thameslink procurement process. I also want to make the point I hope the Minister agrees that it is not too late to correct those errors. I hope, too, that he will give an assurance that the mistakes made in the Thameslink process will not be repeated in future contracts, particularly in the Crossrail contract that is due to come up in the next few years."
20/11/2012,Commons,5,Pauline Latham,Mid Derbyshire,Con,"Does the honourable Gentleman not want to look forwards, rather than totally backwards, and be positive? Does he not agree that further contracts, such as for Crossrail, are coming up, and that we should be careful not to jeopardise that by ranting on too much about the past. We should look forwards for Bombardier and ensure that we do everything, on a cross-party basis, to get it the contract for Crossrail."
20/11/2012,Commons,6,Chris Williamson,Derby North,Lab,"Of course, we need to look forward, and I shall come to that, but it is also important to look backwards for a while, because it is not too late for the Government to do the right thing. There are problems with and delays in the Thameslink contract, so it is appropriate to take that historical context into account."
20/11/2012,Commons,7,Dr Matthew Offord,Hendon,Con,"I thank the honourable Gentleman for securing the debate, which, as chairman of the all-party group on the Thameslink route, I particularly welcome. When he looks back, will he consider the previous Government, who designed the tendering process, and acknowledge the role that they played in this fiasco?"
20/11/2012,Commons,8,Chris Williamson,Derby North,Lab,"There is clearly a problem, and whoever is responsible is, in a sense, not really the point. I accept that there were clearly faults with the process designed by the previous Administration, but in taking account of the comment made by the honourable Member for Mid Derbyshire (Pauline Latham), it is important to look forward, while also acknowledging the impact of what we have seen over the past 18 months or so."
20/11/2012,Commons,9,Chris Williamson,Derby North,Lab,"Time is short, so I will try to motor along. I have a lot to say, and I want to give the Minister an opportunity to respond to my points. I was about to make the point  that we were told 18 months ago that preferred bidder status for the Thameslink contract had been conferred on Siemens. Before the 2011 summer recess, I was told by the then Minister of State, Department for Transport, the right honourable Member for Chipping Barnet (Mrs Villiers), that the contract would reach financial close by the end of that year. She said that the Department could not countenance any further retendering of the process, because that would build in far too long a delay, which would impact on the infrastructure project. However, here we are, some 18 months later, and we do not seem to be that much closer to a final decision or the financial close on the award of the contract."
20/11/2012,Commons,10,Chris Williamson,Derby North,Lab,"In answer to a parliamentary question that I tabled, the Minister of State, Department for Transport, said that the DFT is now looking  to secure financial close early in the new year. ù"
20/11/2012,Commons,11,Chris Williamson,Derby North,Lab,"That will be well over the 18 months and getting on for two years, so I am not sure that the arguments made in the first instance hold any water."
20/11/2012,Commons,12,Chris Williamson,Derby North,Lab,"I have several questions that I hope the Minister will respond to if he gets the chance. Is he confident that the timetable will not slip yet again, because it has slipped time and again? Will he explain why the forecast date continues to slip, which is rather curious and which I do not understand? Will he tell the House whether he or the Department is aware of any problems with the proposed deal? Is the slippage caused by Siemens asking for more time, or are the delays caused by problems in his Department? Will he confirm that there will be no further slippage in the time scale? In which month in the new year will financial close eventually be reached? Will it be spring or earlier?"
20/11/2012,Commons,13,Chris Williamson,Derby North,Lab,"I want to go through some of the series of errors in the Thameslink tendering process, if I may. The contract is clearly a Government one, but the DFT has not managed it as though it were. Furthermore, the tender evaluation was discriminatory. The EU s Commissioner for the single market, Michel Barnier, has said that, as far as the Commission is concerned, the Thameslink contract is being undertaken by a contracting authority; in other words, it is a Government contract. The Secretary of State for Business, Innovation and Skills, no less, has said that the consequence of the process  was bound to lead to the outcome it did. ù"
20/11/2012,Commons,14,Chris Williamson,Derby North,Lab,"The fact is that the Department is bound by regulations. As this is a Government contract, regulation 23 of the Public Contracts Regulations 2006 is relevant. It stipulates:  Subject to paragraph (2), a contracting authority shall treat as ineligible and shall not select an economic operator in accordance with these Regulations if the contracting authority has actual knowledge that the economic operator or its directors or any other person who has powers of representation, decision or control of the economic operator has been convicted of any of the following offences ù  including, among others   (a) conspiracy within the meaning of section 1 of the Criminal Law Act 1977  ; (b) corruption within the meaning of section 1 of the Public Bodies Corrupt Practices Act 1889  or  ; (c) the offence of bribery ù, as well as various other offences."
20/11/2012,Commons,15,Chris Williamson,Derby North,Lab,"Paragraph (2), which is referred to, states:  In any case where an economic operator or its directors or any other person who has powers of representation, decision or control has been convicted of an offence described in paragraph (1), a contracting authority may disregard the prohibition described there if it is satisfied ù  this is the key point   that there are overriding requirements in the general interest which justify doing so ù."
20/11/2012,Commons,16,Chris Williamson,Derby North,Lab,"I would be grateful if the Minister explained what  overriding requirements ù led the Department to disregard the fact that Siemens has fallen foul of sub-paragraphs (b) and (c) in other words, corruption and bribery. I believe it is common knowledge that it has been found guilty of those offences in America and in its home country, Germany."
20/11/2012,Commons,17,Chris Williamson,Derby North,Lab,"Siemens AG is part of the Cross London Trains consortium, so the Department should have taken into account its obligations as set out in the regulations. Let me stress that I have nothing against Siemens per se, but I want to ensure that the law is applied appropriately and that the best interests of the United Kingdom, and of my home city and constituency of Derby, are served by the Government s decision."
20/11/2012,Commons,18,Chris Williamson,Derby North,Lab,"On the discriminatory nature of the matter, the process of evaluation is separated into four distinct component parts, or stages, which do not seem to be related to each other, and each part has to be satisfied in its own right. Once a bidding company has passed a stage, that stage is not referred back to, and it seems not to have any relevance to the next stage. I say that the process is discriminatory because, as experts agree, credit ratings are the key to the decision at the fourth, most important stage of the evaluation process; the quality of the product and the deliverability of the trains are utterly irrelevant. That process gave Siemens an unfair commercial advantage because it had a superior credit rating. The Department for Transport should urge the Minister, even at this late stage, to terminate the process and retender it on the basis that it was discriminatory and unfair."
20/11/2012,Commons,19,Chris Williamson,Derby North,Lab,Another reason that the Department should consider terminating the process and starting again is that a number of civil servants who were suspended over the west coast main line debacle were also involved in the Thameslink process that was confirmed in responses from Ministers to written parliamentary questions that I tabled. That also flags up another significant question mark over the validity of the decision to award the contract to Siemens.
20/11/2012,Commons,20,Chris Williamson,Derby North,Lab,"Will the Minister give an unequivocal guarantee that Crossrail is being taken forward correctly? Are the obligations placed on contracting authorities being observed by his Department and by Transport for London? Will he confirm that the Crossrail tender evaluation criteria will be non-discriminatory and will not give an unfair financial advantage to any bidder based on their credit ratings? Moreover, will he assure us that the socio-economic factors have been included in the Crossrail invitation to tender, and if they have, how have they been included? Will he give us some information in relation to the proposed eVoyager contract, which is also really important to the future of the Bombardier factory in Derby?"
20/11/2012,Commons,21,Chris Williamson,Derby North,Lab,"Will the Minister put in place an independent inquiry to consider the workings of the Department for Transport with regard to the procurement of trains? From what we have seen over the past 18 months or so, it seems pretty obvious that there has been a problem with the way the Department for Transport approached the process."
20/11/2012,Commons,22,Chris Williamson,Derby North,Lab,"I have further questions for the Minister. What alternatives are being considered if Siemens is unable to reach financial close? In response to a written parliamentary  question, the Minister said that the Department was assessing other options in the event of it being unable to reach financial close with Siemens. What are those options?"
20/11/2012,Commons,23,Dr Matthew Offord,Hendon,Con,"In the next few moments, I will give the honourable Gentleman an opportunity to catch his breath and focus on some of his comments. He has presented an eloquent case for his constituents, and I would not take that away from him. None the less, I hope he agrees that I present an equally valid case on behalf of my constituents, who want a speedy resolution to the Thameslink project. That project is vital to them as it runs through the constituency."
20/11/2012,Commons,24,Dr Matthew Offord,Hendon,Con,"The honourable Gentleman started by saying that there were flaws in the process. So far, he has identified issues that he considers unfair; perhaps he is questioning their validity and clarity."
20/11/2012,Commons,25,Mr George Howarth,in the Chair,NA,"Order. An intervention should be just that, not a mini-speech. I hope that the honourable Gentleman is coming to the close of his intervention."
20/11/2012,Commons,26,Dr Matthew Offord,Hendon,Con,"Of course, Mr Howarth. My point is that the honourable Member for Derby North (Chris Williamson) has not identified any flaws in the tendering process. Will he address that matter, before the Minister rises to speak, by describing those flaws?"
20/11/2012,Commons,27,Chris Williamson,Derby North,Lab,"I am sorry if the honourable Gentleman has not followed my contribution, because I outlined what I consider flaws in the process. First, this is a Government contract and it has not been treated as such; it has been treated differently. Secondly, it is discriminatory, because it gives an unfair advantage to one of the bidders for the contract. The Government are under an obligation to ensure that there is a level playing field for bidders for such a significant contract, especially when the unfair advantage is given to a foreign competitor against our own British-based train-making company. Those are the flaws. Regrettably, we do not have time to go into further detail. If we had a longer debate, perhaps we could do so. I hope that the Minister will deal with those specific points."
20/11/2012,Commons,28,Chris Williamson,Derby North,Lab,"Let me return to the final few questions that I have for the Minister; I hope he will give them some attention. If the Department for Transport is unable to reach financial close with Siemens there seems to be a large question mark over that will Bombardier, as the reserve bidder, be automatically awarded the contract? Do alternatives that the Department is considering include allowing Siemens to build the trains and other organisations to provide the funding and finance? If Siemens fails to deliver on the Thameslink contract, will it be excluded from further bidding for the Crossrail contract? We deserve a response to that question, because there has clearly been a significant delay in the process. It would be inappropriate if Siemens were allowed to bid for another contract if it were unable to deliver on this one."
20/11/2012,Commons,29,Chris Williamson,Derby North,Lab,"If Siemens is eventually awarded this contract, will the Minister give a commitment and assure us that we will not see a repeat of what happened under the Intercity Express Programme contract? In that case, the Bombardier consortium and the Hitachi-led consortium put in bids on one basis under the original tendering process. After preferred bidder status was conferred on the Hitachi consortium, there was substantial and significant  change to the design of the IEP contract trains. That seems unfair, because, as I understand it, the design is now very similar to the offer that could have been delivered by Bombardier in the first instance, although it was not allowed to put that alternative design forward at that point."
20/11/2012,Commons,30,Chris Williamson,Derby North,Lab,"Time is short and the Minister has only 11 minutes left, although there are still quite a few questions that I would like to ask. I hope he can answer some of my questions, especially the one about considering putting in place an independent inquiry to look at the workings of the DFT in relation to the procurement of trains."
20/11/2012,Commons,31,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"Thank you very much for calling me to speak, Mr Howarth. I will do my best in the 10 minutes or so available to try to answer as many points as I can."
20/11/2012,Commons,32,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"First, I welcome this debate on Thameslink and Crossrail, two schemes that are of great importance to this country s rail industry and, more widely, to supporting growth and jobs. I know that the honourable Member for Derby North (Chris Williamson) has been an active campaigner on behalf of Bombardier, which is natural, as it is situated in his constituency and city, and the company of course plays a key role in Derby s economy. I am pleased to respond to this Adjournment debate on a subject that I know is of great importance to him and his constituents. I am especially pleased to do so in the week after Southern announced that it intends to exercise an option for 40 new Electrostar carriages from Bombardier, which I am surprised he did not mention."
20/11/2012,Commons,33,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"Let me start by saying that rail is a success story and this coalition Government is committed to continuing to invest in the success of rail. Since the 1990s, both the number of passenger miles and passenger journeys on rail have nearly doubled. In the same period, use of rail freight has expanded by more than 60%, and in the past decade we have seen significant increases in passenger satisfaction and train punctuality. However, this Government requires, and is driving, even more improvement. We are investing  18 billion in this spending review period alone on a programme of rail improvements as large in scale as anything seen since the 19th century."
20/11/2012,Commons,34,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"In Derby, the Department for Transport is investing in transport improvements, including investing  4.9 million from the local sustainable transport fund; more than  2 million from the better bus area fund; more than  8 million in highway maintenance and pothole repairs; and more than  9 million as part of the integrated transport block. We have also provisionally approved a  4.4 million contribution to a replacement road-over-rail bridge over the Derby to Birmingham railway line."
20/11/2012,Commons,35,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"Thameslink is an urgently needed programme that will provide additional capacity for key London commuter routes and relieve overcrowding on the London underground. It includes major infrastructure works at key London stations, including the complete modernisation of London Bridge station and the procurement of next-generation rolling stock. In time, it will include changes to franchise arrangements to support delivery of the service."
20/11/2012,Commons,36,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"Thameslink is already making a difference to passengers. Farringdon and Blackfriars stations have been transformed, platforms along the route have been extended to support new 12-car services, and enabling works have begun on the reconstruction of London Bridge station and its approach tracks. I take this opportunity to commend the industry, and especially Network Rail, for the work that has been done to upgrade Blackfriars, which was unique in scale and difficulty. I saw that work at first hand and thought that they did a fantastic job."
20/11/2012,Commons,37,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"As the honourable Gentleman highlighted, there have been delays in awarding the Thameslink rolling stock contract. The Thameslink train order is a significant investment and the detailed contract terms need to be right, so that we can meet the demanding customer and performance requirements of this next-generation rolling stock. The contract places much greater responsibility for the train s performance in service on the train manufacturer and maintainer than has been the case traditionally. That is the right thing to do, and given the size of this order, it takes time to get the detailed contract documentation completed. The Government is confident that it is very close to final agreement of these commercial arrangements, and we expect to be able to conclude the associated documentation by the end of this year."
20/11/2012,Commons,38,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"As the honourable Gentleman stated, we recently revised our target date for achieving financial close to early in the new year. Of course, agreement on financing has to come after agreement on commercial arrangements, and we have to allow a proper period for the rating agency and banks to perform their due diligence. As he will appreciate, the lending environment remains challenging for all projects. Notwithstanding that background, Siemens remains confident that the funds can be secured for Thameslink."
20/11/2012,Commons,39,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"Members will know that the Government has recently paused existing franchise procurements, including for the new Thameslink franchise, while reviews take place of the serious errors that were uncovered on the west coast main line franchise competition. The Government is wholly committed to learning the lessons from that episode, but Members will appreciate that I cannot pre-empt the findings of the independent inquiries looking into those matters."
20/11/2012,Commons,40,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"Regarding train fleets, however, I am quite clear that the key features needed by the new Thameslink trains are those that support the demanding performance requirements needed to operate a high-frequency service through the central core between Farringdon and St Pancras of up to 24 trains per hour in either direction. Those are very different train performance requirements from those needed by trains on other routes operated by Southern. Hence, a different train fleet is required for Thameslink."
20/11/2012,Commons,41,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"There has been some question whether there will be sufficient electric trains from the existing Thameslink programme to support all the announced electrification schemes; I think the honourable Gentleman has raised that issue in parliamentary questions. Let me be clear that the Government s electrification programme covers both regional and commuter services, alongside long-distance, high-speed services for passengers and freight. The existing Thameslink rolling stock will be cascaded to regional and commuter lines, the very uses that it was designed to be suitable for. Overall, there is sufficient cascaded stock available to meet the needs of the electrification  programme. We are working with our industry partners to ensure that that rolling stock is made available in time for the electrification of the routes."
20/11/2012,Commons,42,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"Thameslink is also good news for jobs. The rolling stock contract will support the creation of an estimated 2,000 jobs in the UK, supporting manufacture of train components, construction of depots and subsequent maintenance of the new fleet of trains."
20/11/2012,Commons,43,Chris Williamson,Derby North,Lab,Will the Minister give way?
20/11/2012,Commons,44,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,I will give way shortly.
20/11/2012,Commons,45,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"In addition, at the peak of construction activity, we expect an additional 3,000 people to be employed directly on the Thameslink infrastructure works as a whole, with as many people again employed in related jobs in the wider community. I am happy to give way now to the honourable Gentleman, but he asked me a lot of questions and left me only 10 minutes to respond."
20/11/2012,Commons,46,Chris Williamson,Derby North,Lab,"I beg the Minister s pardon, but will he concede that the 2,000 jobs that he referred to a few moments ago would be created whoever won the contract, including Bombardier?"
20/11/2012,Commons,47,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,Of course I am absolutely happy to accept that. I welcome new jobs wherever they are created in this country. These are train-related jobs that help both the rail industry and the wider economy.
20/11/2012,Commons,48,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"At this point, I will try to answer some of the questions that the honourable Gentleman put. Some were related to the past, and I take the point made by my honourable Friend the Member for Hendon (Dr Offord) that the honourable Gentleman s speech was largely about the past, rather than the future."
20/11/2012,Commons,49,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"The honourable Gentleman asked specifically about Siemens and read out extracts from the legislation relating to the position that he thinks applies in this case. I should make it clear that for convictions to give rise to the requirement to exclude Siemens plc from the Thameslink rolling stock project, those individuals involved in the activities that resulted in convictions would need to be in a position of power, representation, decision or control of Siemens plc. The Department investigated the position at the pre-qualification stage and was satisfied that that was not the case. Consequently, we can reiterate that the Department does not consider there were grounds to exclude Siemens plc from the Thameslink rolling stock contract."
20/11/2012,Commons,50,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"The honourable Gentleman also mentioned Crossrail, of course, as he looked to the future. Before discussing Crossrail, I should finish talking about Thameslink by referring to the point made by my honourable Friend the Member for Hendon in an intervention on the honourable Gentleman. My honourable Friend s point was that Thameslink was largely done and dusted by the time that this Administration came to power and, to use the phrase that I think my right honourable Friend the Secretary of State for Defence used at the time, when he was Secretary of State for Transport, all he did was  open the envelope ù. That is the consequence of that particular process."
20/11/2012,Commons,51,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"Moving on to Crossrail, the  14.5 billion Crossrail project will create vital new transport infrastructure to support economic growth. The project will deliver a 74-mile railway; 13 miles of new tunnels under London; new, expanded or upgraded stations along the Crossrail route; and a new fleet of trains. When the project is complete, Crossrail services will run from Maidenhead and Heathrow in the west to Shenfield and Abbeywood in the east. For the millions of people who will use its services, Crossrail will deliver faster journey times and better connectivity, while reducing overcrowding on other services. Overall, it will provide a 10% uplift in London s rail transport capacity. Crossrail is not only great news for passengers, but good news for the economy, as it will support growth and the UK s long-term competitiveness. Crossrail will provide 14,000 jobs at the peak of construction and is predicted to facilitate employment growth of up to 30,000 jobs by 2026."
20/11/2012,Commons,52,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"The Government, working with Transport for London as its co-sponsor, established Crossrail Ltd as a single-purpose delivery body for the Crossrail project. Crossrail Ltd is responsible for procuring the many contracts needed to deliver the project, the largest of those being the contract for an initial order of around 600 new carriages the exact number is a matter for the bidders and a new depot at Old Oak Common. The contract is expected to be worth in the region of  1 billion and is likely to include options to allow TfL to expand the fleet in future years to accommodate demand and respond to possible changes, such as High Speed 2. The procurement of Crossrail s rolling stock marks the beginning of Crossrail s transition from Europe s largest engineering project to an operational, world-class railway. These will be modern, high-capacity trains that replace many older, inner-suburban trains that run into Paddington and Liverpool Street."
20/11/2012,Commons,53,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"Our priority is to deliver that new railway, which so many people are looking forward to, on schedule and to ensure that we do so as efficiently as possible, with value for money for the taxpayer and future fare payers always in mind. We are clear that we want to secure the right train at the right price to deliver the benefits of Crossrail to London and the south-east. The only way to achieve that is through a strong and fair procurement policy. Four bidders Bombardier, CAF of Spain, Hitachi and Siemens submitted first-round bids by the deadline of 29 October. I have no knowledge of what is in the bids, but I hope that Bombardier, along with the other bidders, has submitted a strong, competitive bid that meets the exacting requirements of Crossrail. I am sure that the honourable Member for Derby North would like us to follow proper EU procurement policy and rules."
20/11/2012,Commons,54,Norman Baker,The Parliamentary Under-Secretary of State for Transport,LD,"Those first-round bids are being assessed by Crossrail Ltd. It expects to be in a position to shortlist bidders next spring, so as to move to the next stage of the competition. It is hoped that a preferred bidder will be announced later next year, with the project moving to financial close in 2014. The first train is expected to enter service between Liverpool Street and Shenfield the first section of the Crossrail route that will be operated by TfL in 2017. The full Crossrail service is expected to be fully operational in late 2019, with the central tunnel section opening in advance of that."
19/12/2013,Commons,1,Heidi Alexander,Lewisham East,Lab,What his Department s service specification priorities are for the new Thameslink franchise.
19/12/2013,Commons,2,Stephen Hammond,The Parliamentary Under-Secretary of State for Transport,Con,"The Department s priorities are, of course, to ensure successful delivery of the  6 billion Thameslink programme, to maintain and enhance service quality for passengers while the Thameslink works are going on, and to bear down on the overall costs of running the industry."
19/12/2013,Commons,3,Heidi Alexander,Lewisham East,Lab,"I am grateful to the Minister for his reply. Lewisham commuters are very keen to reap direct benefits from the new franchise and infrastructure programme through increased train frequency and capacity. Many people share the aspiration of having four trains per hour on the Catford loop. Can the service specification for the new franchise be changed at this late stage, and could such a service be accommodated without detriment to other Lewisham services?"
19/12/2013,Commons,4,Stephen Hammond,The Parliamentary Under-Secretary of State for Transport,Con,"The Thameslink programme will be completed in 2018 and will, as the honourable Lady knows, provide a minimum of two trains per hour all day to stations on the Catford loop. That will be supplemented by additional standards and services under the Southeastern franchise, at least in peak periods. The detailed specification for those additional services will be determined nearer the time."
19/07/2017,Commons,1,Mrs Anne Main,St Albans,Con,"I beg to move, That this House has considered Thameslink passenger services."
19/07/2017,Commons,2,Mrs Anne Main,St Albans,Con,A recent customer satisfaction survey on commuter trains by Which? ranked Thameslink third from bottom. Thameslink registered an approval rating of just 32%; it was ranked above only the beleaguered Southern and Southeastern. I want to make the Minister aware of that passenger dissatisfaction today and suggest some improvements.
19/07/2017,Commons,3,Mrs Anne Main,St Albans,Con,"My constituents report cancellations and delays almost every day on the network. Over the last twelve months, trains have been plagued with technical problems. One constituent told me that last year alone he counted 15 broken-down trains on his journeys, including two on the same day, 14 August. Cancellations are often made at short notice. They cause later trains to be extremely busy, which makes it difficult for passengers to get on or off, giving rise to what have been called cattle-truck conditions and meaning that trains often cannot stop at their planned stations. Constituents tell me that on a bad day, which is not unusual, it takes them about two hours to get from London to St Albans, despite the 19 to 22 minutes timetabled for peak-time journeys. I have been told of constituents who have given up their jobs because they cannot afford the extra childcare some nurseries charge an extra  50 per hour s delay or are unable to see their children in the evening. Many are consistently late for work despite leaving home earlier and earlier."
19/07/2017,Commons,4,Mrs Anne Main,St Albans,Con,"The Train Suffragettes are 500 mostly female parents in my constituency who were so fed up with the poor service they receive that they set up a group to show their collective unhappiness. They have shared with me their terrible experiences trying to balance work in London with family life in St Albans. They have missed school plays and parents  meetings and rarely get to put their children to bed. Persistent delays have driven many of them to quit their jobs, and some have even moved away from the Thameslink line altogether. One mum told me:"
19/07/2017,Commons,5,Mrs Anne Main,St Albans,Con," After calling in favours too many times from too many people and being late for nursery pick-ups three times in one week alone (once where I was actually stuck on the train for an hour with no phonourable signal and so unable to call anyone at the nursery), I quit my job in the city in October. Financially a difficult decision but I d had a skinful of the stress of the commute, wondering if my train home would be on time or if I would have to sprint from the office to get the earlier train, which was often cancelled too. ù"
19/07/2017,Commons,6,Mrs Anne Main,St Albans,Con,"A lot of technical problems have been reported with the new Siemens 700 trains, mainly with electrics, software and heating. The doors often fail to open, especially at St Pancras, because they are now controlled by the driver; one day a train sat at the station for about 20 minutes because the driver could not open the doors. I know that Thameslink is aware of those problems. There has been some welcome recent progress, including an increase in Govia Thameslink s public performance measurement from 60% to 83%, but that is still well below the national average of 88.95%."
19/07/2017,Commons,7,Mrs Anne Main,St Albans,Con,"Over the last year, Network Rail was responsible for 54% of delays, Thameslink for 42%, and other causes for 4%. We appreciate that ongoing Network Rail works  have an impact on the line, but that is no excuse for rail services not to provide a reliable timetabled service or to try to deliver improvements to it. My constituents not only suffer a poor service but get far less generous compensation than Southern Rail passengers when incidents occur. That cannot be acceptable. Network Rail should have better lines of communication with Govia and passengers. People need to know as quickly as possible why they have been delayed and what they can do to avoid disruption."
19/07/2017,Commons,8,Mrs Anne Main,St Albans,Con,"In the 2016-17 financial year, one in 11 trains run by GTR was cancelled or more than 30 minutes late the worst performance of all the rail operators in the country. In period 3 of 2016-17, GTR had a cancellation and significant lateness percentage of 15.7%, compared with a 5.7% national average. In period 3 of 2017-18, GTR had a considerably reduced failure rate of 6.6%, but that is still nearly double the national average of 3.7%."
19/07/2017,Commons,9,Mrs Anne Main,St Albans,Con,"In my first debate on this matter in 2012, I said that First Capital Connect, which then held the franchise it has now been replaced by Govia was ranked  lowest in the country, including value for money, punctuality, sufficient room on trains, satisfaction with the stations and how the train operating companies dealt with the delays. ù [Official Report, 2 February 2012; Vol. 539, c. 342WH.]"
19/07/2017,Commons,10,Mrs Anne Main,St Albans,Con,"Five years on, despite the change of franchise, nothing has changed. GTR still consistently ranks among the operators with the lowest customer satisfaction public performance measures."
19/07/2017,Commons,11,Mrs Anne Main,St Albans,Con,"The failings that other honourable Members and I raised five years ago remain failings today. Something must be done to improve Govia passenger services for all those who rely on them. It is a simple premise that to deliver an efficient, mobile workforce, we need a decent, well run and affordable rail transport service. People of all ages expect a rail service fit for the 21st century. The travelling public are being asked to pay ever more for their rail fares, and we in Parliament must ask serious questions about the services they are experiencing up and down the country."
19/07/2017,Commons,12,Mrs Anne Main,St Albans,Con,"I could not speak in a debate on commuter train services in my constituency without referring to the shadow being cast by the Radlett rail freight proposal, which my honourable Friend the Member for Hertsmere (Oliver Dowden) and I believe may have a catastrophic impact on the already hugely inadequate commuter service. The application for this strategic rail freight site started in 2006. In December 2016 10 years after assurances were given that access would be granted Network Rail said that it would be in a position to confirm an  efficient scheduling strategy ù once the capability and capacity analysis team completed its evaluation. However, it responded only last week, and its response, which was about essential works disruption and pathing, raises far more questions than it answers."
19/07/2017,Commons,13,Mrs Anne Main,St Albans,Con,"The Government s national policy statement on national networks in 2014 identified London and the south-east as the areas with busiest passenger services, with passenger carriage set to increase by 46.1% by 2033. Moreover, the Department for Transport s 2016 rail freight strategy said:  Rail freight services operate in response to customer and supply chain demands, making it more challenging to plan for freight services than passenger services, which tend to run to a regular timetable and route. ù"
19/07/2017,Commons,14,Mrs Anne Main,St Albans,Con,Commuters in my constituency certainly wish passenger services would run to a regular timetable and route.
19/07/2017,Commons,15,Mrs Anne Main,St Albans,Con,"Will the Minister guarantee that the proposed strategic rail freight interchange will not add further delays and cancellations for my constituents, who are already at breaking point? Will he undertake to scrutinise any plans to deliver the site link tunnel, and will he test those plans against the potential disruption to services? I am concerned that the significant rail works necessary to deliver the site will mean a protracted period of disruption that cannot be justified by the site s limitations. In case the Minister is not aware, the site is in a village with no motorway access. It has a life span of 30 years and is constrained from expansion, unlike the expansion forecast for passenger services. This inadequate proposal cannot be allowed to interfere with the exciting prospect of better and more frequent passenger services for my constituents."
19/07/2017,Commons,16,Mrs Anne Main,St Albans,Con,"What can be done to improve the current situation? Commuter groups such as the Train Suffragettes in St Albans have suggested changes that would go a long way towards improving the overall service that passengers receive. The first is a consistent and user-friendly refund system to allow passengers to reclaim expenditure, including taxi costs incurred because of delays and cancellations. The second is opening station ticket barriers when there have been delays, in order to ease platform congestion, which is often described as being at a dangerous level."
